Date,Target_Price,Sentiment_GDELT,VIX_Close,logP,ret_log
2020-09-30,270.0981,0.9457,26.69,5.5987852263421365,0.006825584691172892
2020-10-01,274.3852,0.2799,25.78,5.614532958537081,0.015747732194944852
2020-10-02,266.6664,-1.2629,28.87,5.585998438999318,-0.028534519537763536
2020-10-05,272.3534,-2.0843,29.52,5.607100487687871,0.021102048688553587
2020-10-06,267.4927,2.0513,28.05,5.589092276244064,-0.018008211443807376
2020-10-07,272.1201,-0.8168,29.26,5.606243512961726,0.01715123671766161
2020-10-08,273.5686,0.3906,27.65,5.6115524130803935,0.005308900118667914
2020-10-09,277.7488,-0.5827,26.2,5.626717108078363,0.015164694997969796
2020-10-12,286.323,0.1412,25.65,5.65712054418997,0.030403436111607007
2020-10-13,286.3133,-0.4906,25.67,5.657086665792806,-3.38783971640666e-05
2020-10-14,283.9218,-0.6137,25.72,5.6486988481321765,-0.008387817660629793
2020-10-15,282.0164,-1.6852,27.1,5.641965225275486,-0.0067336228566903245
2020-10-16,280.4707,-0.6843,27.16,5.636469263178824,-0.005495962096662588
2020-10-19,275.892,-0.5889,27.36,5.6200094847898,-0.016459778389023683
2020-10-20,276.485,0.8595,28.81,5.622156569942909,0.0021470851531093516
2020-10-21,276.2711,0.5976,29.12,5.62138263000565,-0.0007739399372592715
2020-10-22,276.2614,-4.8568,30.1,5.621347518948831,-3.51110568193036e-05
2020-10-23,276.8058,-1.2245,28.47,5.623316177281213,0.001968658332382134
2020-10-26,272.6548,-0.4107,29.38,5.608206526205184,-0.015109651076028463
2020-10-27,274.7838,0.4601,32.04,5.615984606645394,0.007778080440209223
2020-10-28,264.0709,0.9006,34.69,5.576217627696432,-0.039766978948961196
2020-10-29,268.6885,-0.8368,38.8,5.593552716045341,0.017335088348908734
2020-10-30,261.8738,-0.7534,40.81,5.567862708327001,-0.025690007718339736
2020-11-02,262.4571,-0.6335,38.57,5.5700876401043455,0.0022249317773441746
2020-11-03,266.9969,-0.3621,36.44,5.587237047845956,0.017149407741610112
2020-11-04,278.9153,0.8014,36.79,5.630908151500954,0.043671103654998156
2020-11-05,286.187,0.6268,27.56,5.656645443309433,0.025737291808479057
2020-11-06,286.4007,-0.3892,27.87,5.657391879217582,0.0007464359081490457
