Date,Target_Price,Sentiment_VIX,Volume,Var_NASDAQ,VIX_Close
2015-02-17,98.88424682617188,-7.3943661971831,17675300.0,0.0009350903378482,15.850000381469728
2015-02-18,99.0228500366211,0.5545561582917925,15149600.0,0.00140068987224,16.739999771118164
2015-02-19,99.5125961303711,0.1915682916393803,19828100.0,0.0049335984741189,16.110000610351562
2015-02-20,100.17792510986328,-1.1566829727571304,28336700.0,0.0066636256672774,15.729999542236328
2015-02-23,100.27955627441406,-1.1297394174295516,17868000.0,0.0010139923195372,15.050000190734863
2015-02-24,100.35350036621094,1.0705089232955836,19745000.0,0.0007371077965213,14.5
2015-02-25,100.10401153564452,1.2268494235332392,19472300.0,-0.002489195411244,13.640000343322754
2015-02-26,100.61224365234376,0.9737833672080588,22255500.0,0.0050641957464064,13.550000190734863
2015-02-27,100.16869354248048,-0.0869902370408556,27757600.0,-0.0044182564102429,14.06999969482422
2015-03-02,101.07427215576172,-0.2139576998539444,22988600.0,0.0089999143341007,13.899999618530272
2015-03-03,100.60301208496094,-0.7153104581548297,20788900.0,-0.0046734160498056,13.350000381469728
2015-03-04,100.21487426757812,0.420577935958322,21007400.0,-0.0038655750018128,14.279999732971191
2015-03-05,100.39045715332033,-3.3697661403591885,15381000.0,0.0017505310485613,14.010000228881836
2015-03-06,99.25385284423828,-0.5260087955477388,30990400.0,-0.0113864160634117,14.609999656677246
2015-03-09,99.5403289794922,-0.4143853519237471,26237100.0,0.0028821400197172,15.720000267028809
2015-03-10,97.69217681884766,1.0492997990705746,34234500.0,-0.0187413960822469,16.469999313354492
2015-03-11,97.1285171508789,-1.28639941480272,25459700.0,-0.0057864616867997,16.440000534057617
2015-03-12,97.76614379882812,0.0967992427536619,21473200.0,0.0065433185274562,16.450000762939453
2015-03-13,97.34104919433594,0.9506621389140124,42021100.0,-0.0043575561784512,15.470000267028809
2015-03-16,98.59776306152344,-3.1866180217957494,25674100.0,0.0128277913456136,15.779999732971191
2015-03-17,98.75487518310548,-0.5767465664865353,19603800.0,0.0015921971570343,16.309999465942383
2015-03-18,99.72512817382812,-2.348190120085252,40622200.0,0.0097769115579605,14.600000381469728
2015-03-19,99.87297058105467,-1.343063659163947,31314000.0,0.0014814012276281,14.68000030517578
